order_date,order_id,customer_id,customer,segment,channel,product_id,product,category,quantity,unit_price,discount_pct,line_total,returned
2025-10-13,2465,1121,Riley Okafor,Regular,Organic,27,Hand Cream,Beauty,1,11.54,25,8.65,0
2025-10-13,2466,1142,Priya Kowalski,Loyal,Referral,6,Beanie,Apparel,1,19.42,5,18.45,0
2025-10-13,2466,1142,Priya Kowalski,Loyal,Referral,32,Foam Roller,Sports,1,32.11,5,30.5,0
2025-10-13,2466,1142,Priya Kowalski,Loyal,Referral,1,Crew Tee,Apparel,1,65.04,10,58.54,0
2025-10-13,2467,1148,Jordan Bauer,At-Risk,Social,21,Storage Bin,Home,1,54.01,25,40.51,0
2025-10-13,2467,1148,Jordan Bauer,At-Risk,Social,17,Ceramic Mug,Home,1,41.86,20,33.49,0
2025-10-13,2467,1148,Jordan Bauer,At-Risk,Social,12,Bluetooth Speaker,Electronics,1,17.16,10,15.44,0
2025-10-13,2468,1191,Leo Fischer,Regular,Paid Search,10,USB-C Cable,Electronics,2,62.97,0,125.94,0
2025-10-13,2469,1220,Avery Larsen,Champion,Paid Search,20,Towel Set,Home,2,27.39,0,54.78,0
2025-10-13,2470,1227,Quinn Cohen,Loyal,Paid Search,28,SPF 50 Lotion,Beauty,1,36.1,10,32.49,1
2025-10-13,2470,1227,Quinn Cohen,Loyal,Paid Search,40,Art Kit,Toys,1,28.28,0,28.28,0
2025-10-13,2471,1228,Ezra Brooks,Loyal,Paid Search,19,Cutting Board,Home,1,55.1,0,55.1,0
2025-10-13,2471,1228,Ezra Brooks,Loyal,Paid Search,4,Joggers,Apparel,1,26.02,10,23.42,0
2025-10-13,2472,1267,Riley Ibarra,Regular,Direct,4,Joggers,Apparel,1,26.02,25,19.52,0
2025-10-13,2472,1267,Riley Ibarra,Regular,Direct,2,Hoodie,Apparel,1,70.91,10,63.82,0
2025-10-13,2472,1267,Riley Ibarra,Regular,Direct,16,Throw Pillow,Home,2,41.05,25,61.58,0
2025-10-13,2473,1268,Lila Mendez,Loyal,Organic,4,Joggers,Apparel,1,26.02,10,23.42,0
2025-10-13,2474,1310,Nora Hassan,Champion,Organic,9,Wireless Earbuds,Electronics,1,53.4,5,50.73,0
2025-10-13,2475,1338,Tessa Ibarra,Loyal,Email,3,Denim Jacket,Apparel,3,28.66,10,77.38,0
2025-10-13,2476,1349,Lila Ibarra,Loyal,Paid Search,3,Denim Jacket,Apparel,2,28.66,5,54.45,0
2025-10-13,2476,1349,Lila Ibarra,Loyal,Paid Search,25,Sheet Mask,Beauty,3,31.09,10,83.94,1
2025-10-13,2477,1365,Priya Okafor,Regular,Paid Search,26,Shampoo Bar,Beauty,1,6.56,0,6.56,0
2025-10-13,2477,1365,Priya Okafor,Regular,Paid Search,34,Running Belt,Sports,1,38.21,0,38.21,0
2025-10-13,2478,1469,Priya Park,New,Social,10,USB-C Cable,Electronics,3,62.97,0,188.91,0
2025-10-13,2478,1469,Priya Park,New,Social,32,Foam Roller,Sports,1,32.11,0,32.11,0
2025-10-14,2479,91,Iris Romano,Loyal,Paid Search,14,Power Bank,Electronics,1,32.12,10,28.91,0
2025-10-14,2479,91,Iris Romano,Loyal,Paid Search,38,Board Game,Toys,1,45.03,0,45.03,0
2025-10-14,2479,91,Iris Romano,Loyal,Paid Search,38,Board Game,Toys,1,45.03,5,42.78,0
2025-10-14,2479,91,Iris Romano,Loyal,Paid Search,21,Storage Bin,Home,1,54.01,10,48.61,0
2025-10-14,2480,116,Morgan Reyes,Regular,Social,35,Building Blocks,Toys,1,26.57,0,26.57,0
2025-10-14,2480,116,Morgan Reyes,Regular,Social,21,Storage Bin,Home,1,54.01,0,54.01,0
2025-10-14,2481,137,Jamie Bauer,Loyal,Referral,40,Art Kit,Toys,1,28.28,10,25.45,0
2025-10-14,2481,137,Jamie Bauer,Loyal,Referral,35,Building Blocks,Toys,1,26.57,0,26.57,0
2025-10-14,2481,137,Jamie Bauer,Loyal,Referral,25,Sheet Mask,Beauty,1,31.09,5,29.54,0
2025-10-14,2481,137,Jamie Bauer,Loyal,Referral,31,Resistance Bands,Sports,1,54.49,10,49.04,0
2025-10-14,2482,157,Casey Carter,Champion,Direct,16,Throw Pillow,Home,1,41.05,0,41.05,0
2025-10-14,2482,157,Casey Carter,Champion,Direct,16,Throw Pillow,Home,3,41.05,0,123.15,0
2025-10-14,2483,241,Nora Flynn,Champion,Paid Search,26,Shampoo Bar,Beauty,1,6.56,10,5.9,0
2025-10-14,2483,241,Nora Flynn,Champion,Paid Search,9,Wireless Earbuds,Electronics,1,53.4,5,50.73,0
2025-10-14,2483,241,Nora Flynn,Champion,Paid Search,30,Water Bottle,Sports,1,38.9,5,36.96,0
2025-10-14,2483,241,Nora Flynn,Champion,Paid Search,20,Towel Set,Home,1,27.39,0,27.39,0
2025-10-14,2484,242,Kai Yamada,Champion,Paid Search,17,Ceramic Mug,Home,3,41.86,10,113.02,0
2025-10-14,2485,316,Devon Yamada,Champion,Direct,9,Wireless Earbuds,Electronics,1,53.4,10,48.06,1
2025-10-14,2485,316,Devon Yamada,Champion,Direct,30,Water Bottle,Sports,1,38.9,10,35.01,0
2025-10-14,2486,334,Avery Patel,New,Paid Search,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-14,2487,338,Tessa Petrov,New,Organic,31,Resistance Bands,Sports,2,54.49,0,108.98,0
2025-10-14,2488,410,Jamie Romano,Regular,Referral,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-10-14,2488,410,Jamie Romano,Regular,Referral,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-10-14,2488,410,Jamie Romano,Regular,Referral,5,Socks 3-Pack,Apparel,1,35.36,0,35.36,0
2025-10-14,2489,439,Iris Ibarra,At-Risk,Referral,19,Cutting Board,Home,1,55.1,10,49.59,1
2025-10-14,2490,490,Wren Novak,Loyal,Organic,39,RC Car,Toys,1,31.59,0,31.59,0
2025-10-14,2491,567,Rowan Petrov,Champion,Social,27,Hand Cream,Beauty,3,11.54,0,34.62,0
2025-10-14,2492,570,Ezra Cohen,Loyal,Referral,9,Wireless Earbuds,Electronics,1,53.4,5,50.73,1
2025-10-14,2492,570,Ezra Cohen,Loyal,Referral,13,Webcam,Electronics,1,34.21,0,34.21,0
2025-10-14,2492,570,Ezra Cohen,Loyal,Referral,17,Ceramic Mug,Home,1,41.86,5,39.77,0
2025-10-14,2492,570,Ezra Cohen,Loyal,Referral,38,Board Game,Toys,2,45.03,0,90.06,0
2025-10-14,2493,639,Maya Petrov,Loyal,Referral,6,Beanie,Apparel,1,19.42,10,17.48,0
2025-10-14,2493,639,Maya Petrov,Loyal,Referral,32,Foam Roller,Sports,2,32.11,10,57.8,0
2025-10-14,2493,639,Maya Petrov,Loyal,Referral,40,Art Kit,Toys,1,28.28,5,26.87,0
2025-10-14,2493,639,Maya Petrov,Loyal,Referral,40,Art Kit,Toys,1,28.28,0,28.28,0
2025-10-14,2494,684,Leo Osei,Loyal,Social,23,Vitamin C Serum,Beauty,2,44.82,5,85.16,1
2025-10-14,2495,723,Jordan Khan,Regular,Social,36,Puzzle 500pc,Toys,1,48.61,0,48.61,0
2025-10-14,2495,723,Jordan Khan,Regular,Social,16,Throw Pillow,Home,1,41.05,0,41.05,0
2025-10-14,2496,727,Drew Osei,Champion,Email,25,Sheet Mask,Beauty,2,31.09,0,62.18,0
2025-10-14,2496,727,Drew Osei,Champion,Email,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-14,2497,802,Tessa Costa,Champion,Email,32,Foam Roller,Sports,1,32.11,10,28.9,0
2025-10-14,2498,848,Avery Brooks,Loyal,Social,33,Jump Rope,Sports,1,37.97,20,30.38,0
2025-10-14,2499,866,Morgan Osei,Regular,Email,28,SPF 50 Lotion,Beauty,1,36.1,15,30.69,0
2025-10-14,2500,867,Avery Ibarra,Loyal,Social,38,Board Game,Toys,1,45.03,0,45.03,0
2025-10-14,2500,867,Avery Ibarra,Loyal,Social,3,Denim Jacket,Apparel,3,28.66,5,81.68,0
2025-10-14,2500,867,Avery Ibarra,Loyal,Social,26,Shampoo Bar,Beauty,2,6.56,5,12.46,0
2025-10-14,2501,899,Avery Novak,Regular,Email,13,Webcam,Electronics,1,34.21,20,27.37,0
2025-10-14,2502,935,Quinn Tan,Champion,Social,28,SPF 50 Lotion,Beauty,2,36.1,20,57.76,0
2025-10-14,2503,987,Quinn Yamada,Loyal,Paid Search,24,Lip Balm,Beauty,1,7.33,0,7.33,0
2025-10-14,2503,987,Quinn Yamada,Loyal,Paid Search,38,Board Game,Toys,2,45.03,0,90.06,1
2025-10-14,2503,987,Quinn Yamada,Loyal,Paid Search,1,Crew Tee,Apparel,1,65.04,0,65.04,0
2025-10-14,2504,1026,Drew Ahmed,Loyal,Paid Search,31,Resistance Bands,Sports,1,54.49,10,49.04,0
2025-10-14,2505,1056,Ezra Kowalski,Loyal,Organic,14,Power Bank,Electronics,3,32.12,5,91.54,1
2025-10-14,2505,1056,Ezra Kowalski,Loyal,Organic,36,Puzzle 500pc,Toys,1,48.61,5,46.18,0
2025-10-14,2506,1128,Devon Costa,Champion,Paid Search,24,Lip Balm,Beauty,1,7.33,0,7.33,0
2025-10-14,2507,1143,Devon Romano,At-Risk,Email,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-10-14,2508,1225,Tessa Hassan,Regular,Referral,12,Bluetooth Speaker,Electronics,1,17.16,0,17.16,0
2025-10-14,2508,1225,Tessa Hassan,Regular,Referral,22,Scented Candle,Home,2,28.02,0,56.04,0
2025-10-14,2509,1364,Leo Patel,Regular,Organic,10,USB-C Cable,Electronics,1,62.97,0,62.97,0
2025-10-14,2510,1405,Cole Kowalski,Regular,Direct,8,Chino Pants,Apparel,1,19.13,20,15.3,0
2025-10-14,2510,1405,Cole Kowalski,Regular,Direct,31,Resistance Bands,Sports,2,54.49,20,87.18,0
2025-10-14,2511,1430,Taylor Cohen,Regular,Paid Search,31,Resistance Bands,Sports,1,54.49,0,54.49,0
2025-10-14,2511,1430,Taylor Cohen,Regular,Paid Search,18,LED Lamp,Home,1,7.96,0,7.96,0
2025-10-14,2512,1431,Leo Fischer,Champion,Referral,22,Scented Candle,Home,2,28.02,10,50.44,0
2025-10-14,2513,1433,Casey Brooks,Champion,Email,19,Cutting Board,Home,2,55.1,5,104.69,0
2025-10-14,2513,1433,Casey Brooks,Champion,Email,14,Power Bank,Electronics,1,32.12,10,28.91,0
2025-10-14,2514,1469,Priya Park,New,Social,11,Phone Case,Electronics,1,78.98,0,78.98,0
2025-10-15,2515,6,Devon Yamada,At-Risk,Email,21,Storage Bin,Home,2,54.01,15,91.82,0
2025-10-15,2516,105,Tessa Petrov,New,Referral,12,Bluetooth Speaker,Electronics,1,17.16,20,13.73,0
2025-10-15,2516,105,Tessa Petrov,New,Referral,25,Sheet Mask,Beauty,2,31.09,20,49.74,0
2025-10-15,2516,105,Tessa Petrov,New,Referral,19,Cutting Board,Home,1,55.1,25,41.33,0
2025-10-15,2517,130,Kai Diaz,Champion,Social,4,Joggers,Apparel,1,26.02,5,24.72,0
2025-10-15,2518,212,Wren Hassan,Champion,Paid Search,21,Storage Bin,Home,1,54.01,0,54.01,0
2025-10-15,2518,212,Wren Hassan,Champion,Paid Search,13,Webcam,Electronics,1,34.21,10,30.79,0
2025-10-15,2519,242,Kai Yamada,Champion,Paid Search,5,Socks 3-Pack,Apparel,1,35.36,10,31.82,0
2025-10-15,2519,242,Kai Yamada,Champion,Paid Search,21,Storage Bin,Home,3,54.01,5,153.93,0
2025-10-15,2519,242,Kai Yamada,Champion,Paid Search,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-10-15,2519,242,Kai Yamada,Champion,Paid Search,22,Scented Candle,Home,1,28.02,0,28.02,0
2025-10-15,2520,247,Wren Khan,Loyal,Email,37,Plush Bear,Toys,1,29.03,5,27.58,0
2025-10-15,2520,247,Wren Khan,Loyal,Email,36,Puzzle 500pc,Toys,1,48.61,0,48.61,0
2025-10-15,2521,248,Casey Reyes,Champion,Email,5,Socks 3-Pack,Apparel,1,35.36,0,35.36,0
2025-10-15,2521,248,Casey Reyes,Champion,Email,35,Building Blocks,Toys,1,26.57,5,25.24,0
2025-10-15,2521,248,Casey Reyes,Champion,Email,12,Bluetooth Speaker,Electronics,2,17.16,5,32.6,0
2025-10-15,2522,253,Jordan Patel,Champion,Organic,28,SPF 50 Lotion,Beauty,1,36.1,5,34.3,0
2025-10-15,2522,253,Jordan Patel,Champion,Organic,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-15,2523,270,Priya Larsen,Regular,Email,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-10-15,2524,379,Kai Reid,Loyal,Email,22,Scented Candle,Home,3,28.02,0,84.06,0
2025-10-15,2525,382,Ivy Mendez,Regular,Social,31,Resistance Bands,Sports,1,54.49,20,43.59,0
2025-10-15,2525,382,Ivy Mendez,Regular,Social,40,Art Kit,Toys,2,28.28,10,50.9,0
2025-10-15,2525,382,Ivy Mendez,Regular,Social,35,Building Blocks,Toys,1,26.57,20,21.26,0
2025-10-15,2525,382,Ivy Mendez,Regular,Social,25,Sheet Mask,Beauty,1,31.09,25,23.32,0
2025-10-15,2526,427,Wren Patel,Champion,Email,19,Cutting Board,Home,2,55.1,0,110.2,0
2025-10-15,2526,427,Wren Patel,Champion,Email,28,SPF 50 Lotion,Beauty,1,36.1,10,32.49,0
2025-10-15,2527,534,Devon Diaz,Regular,Direct,9,Wireless Earbuds,Electronics,1,53.4,0,53.4,0
2025-10-15,2527,534,Devon Diaz,Regular,Direct,27,Hand Cream,Beauty,1,11.54,0,11.54,0
2025-10-15,2527,534,Devon Diaz,Regular,Direct,17,Ceramic Mug,Home,1,41.86,0,41.86,1
2025-10-15,2528,705,Jordan Yamada,Regular,Paid Search,7,Rain Shell,Apparel,1,47.38,10,42.64,1
2025-10-15,2528,705,Jordan Yamada,Regular,Paid Search,25,Sheet Mask,Beauty,2,31.09,25,46.64,0
2025-10-15,2529,710,Nora Reid,Champion,Social,16,Throw Pillow,Home,2,41.05,0,82.1,0
2025-10-15,2530,717,Maya Okafor,Regular,Email,34,Running Belt,Sports,1,38.21,0,38.21,0
2025-10-15,2531,800,Owen Reid,Loyal,Direct,31,Resistance Bands,Sports,1,54.49,0,54.49,0
2025-10-15,2531,800,Owen Reid,Loyal,Direct,27,Hand Cream,Beauty,1,11.54,0,11.54,0
2025-10-15,2531,800,Owen Reid,Loyal,Direct,40,Art Kit,Toys,2,28.28,0,56.56,0
2025-10-15,2531,800,Owen Reid,Loyal,Direct,4,Joggers,Apparel,2,26.02,10,46.84,0
2025-10-15,2532,816,Iris Sullivan,Regular,Direct,6,Beanie,Apparel,1,19.42,0,19.42,0
2025-10-15,2532,816,Iris Sullivan,Regular,Direct,22,Scented Candle,Home,1,28.02,0,28.02,0
2025-10-15,2532,816,Iris Sullivan,Regular,Direct,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-10-15,2532,816,Iris Sullivan,Regular,Direct,1,Crew Tee,Apparel,2,65.04,0,130.08,0
2025-10-15,2533,865,Mateo Ibarra,Champion,Organic,33,Jump Rope,Sports,3,37.97,5,108.21,0
2025-10-15,2534,869,Hugo Fischer,Loyal,Referral,34,Running Belt,Sports,1,38.21,5,36.3,0
2025-10-15,2534,869,Hugo Fischer,Loyal,Referral,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-15,2535,904,Priya Nguyen,New,Social,21,Storage Bin,Home,1,54.01,0,54.01,1
2025-10-15,2536,975,Casey Fischer,Champion,Organic,32,Foam Roller,Sports,3,32.11,25,72.25,0
2025-10-15,2537,1023,Wren Mendez,Champion,Email,10,USB-C Cable,Electronics,1,62.97,0,62.97,0
2025-10-15,2538,1040,Leo Costa,Champion,Organic,9,Wireless Earbuds,Electronics,1,53.4,10,48.06,0
2025-10-15,2538,1040,Leo Costa,Champion,Organic,9,Wireless Earbuds,Electronics,1,53.4,0,53.4,0
2025-10-15,2539,1056,Ezra Kowalski,Loyal,Organic,12,Bluetooth Speaker,Electronics,1,17.16,10,15.44,0
2025-10-15,2540,1079,Nora Khan,Regular,Email,18,LED Lamp,Home,1,7.96,0,7.96,0
2025-10-15,2540,1079,Nora Khan,Regular,Email,14,Power Bank,Electronics,1,32.12,0,32.12,1
2025-10-15,2540,1079,Nora Khan,Regular,Email,39,RC Car,Toys,3,31.59,0,94.77,0
2025-10-15,2541,1136,Ivy Mendez,Champion,Organic,8,Chino Pants,Apparel,2,19.13,0,38.26,0
2025-10-15,2542,1212,Devon Carter,Loyal,Organic,17,Ceramic Mug,Home,3,41.86,15,106.74,0
2025-10-15,2542,1212,Devon Carter,Loyal,Organic,7,Rain Shell,Apparel,1,47.38,15,40.27,0
2025-10-15,2543,1238,Harper Reid,Regular,Referral,28,SPF 50 Lotion,Beauty,2,36.1,0,72.2,0
2025-10-15,2543,1238,Harper Reid,Regular,Referral,10,USB-C Cable,Electronics,2,62.97,0,125.94,0
2025-10-15,2543,1238,Harper Reid,Regular,Referral,39,RC Car,Toys,1,31.59,0,31.59,0
2025-10-15,2544,1264,Nora Okafor,Regular,Social,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-15,2544,1264,Nora Okafor,Regular,Social,10,USB-C Cable,Electronics,1,62.97,0,62.97,0
2025-10-15,2544,1264,Nora Okafor,Regular,Social,6,Beanie,Apparel,2,19.42,0,38.84,0
2025-10-15,2544,1264,Nora Okafor,Regular,Social,9,Wireless Earbuds,Electronics,1,53.4,0,53.4,0
2025-10-15,2545,1287,Ivy Ahmed,Champion,Email,11,Phone Case,Electronics,1,78.98,10,71.08,0
2025-10-15,2546,1289,Rowan Hassan,Regular,Social,37,Plush Bear,Toys,1,29.03,0,29.03,0
2025-10-15,2546,1289,Rowan Hassan,Regular,Social,24,Lip Balm,Beauty,1,7.33,0,7.33,0
2025-10-15,2547,1295,Mateo Ahmed,New,Paid Search,10,USB-C Cable,Electronics,2,62.97,25,94.46,0
2025-10-15,2547,1295,Mateo Ahmed,New,Paid Search,20,Towel Set,Home,2,27.39,20,43.82,0
2025-10-15,2548,1308,Casey Patel,Loyal,Social,40,Art Kit,Toys,1,28.28,0,28.28,0
2025-10-15,2548,1308,Casey Patel,Loyal,Social,7,Rain Shell,Apparel,1,47.38,0,47.38,0
2025-10-15,2548,1308,Casey Patel,Loyal,Social,34,Running Belt,Sports,2,38.21,0,76.42,0
2025-10-15,2548,1308,Casey Patel,Loyal,Social,14,Power Bank,Electronics,1,32.12,5,30.51,0
2025-10-15,2549,1332,Nora Marsh,Regular,Referral,35,Building Blocks,Toys,1,26.57,20,21.26,0
2025-10-15,2549,1332,Nora Marsh,Regular,Referral,34,Running Belt,Sports,1,38.21,15,32.48,0
2025-10-15,2550,1363,Riley Brooks,New,Organic,11,Phone Case,Electronics,1,78.98,0,78.98,0
2025-10-15,2550,1363,Riley Brooks,New,Organic,18,LED Lamp,Home,2,7.96,0,15.92,0
2025-10-15,2551,1374,Harper Bauer,At-Risk,Referral,3,Denim Jacket,Apparel,1,28.66,0,28.66,0
2025-10-15,2551,1374,Harper Bauer,At-Risk,Referral,1,Crew Tee,Apparel,1,65.04,0,65.04,1
2025-10-16,2552,29,Casey Larsen,Champion,Direct,33,Jump Rope,Sports,3,37.97,0,113.91,0
2025-10-16,2553,40,Ezra Romano,New,Direct,6,Beanie,Apparel,2,19.42,0,38.84,0
2025-10-16,2553,40,Ezra Romano,New,Direct,20,Towel Set,Home,1,27.39,0,27.39,0
2025-10-16,2553,40,Ezra Romano,New,Direct,3,Denim Jacket,Apparel,1,28.66,0,28.66,0
2025-10-16,2553,40,Ezra Romano,New,Direct,17,Ceramic Mug,Home,1,41.86,0,41.86,0
2025-10-16,2554,103,Noel Reyes,New,Organic,38,Board Game,Toys,1,45.03,20,36.02,0
2025-10-16,2554,103,Noel Reyes,New,Organic,31,Resistance Bands,Sports,1,54.49,20,43.59,1
2025-10-16,2554,103,Noel Reyes,New,Organic,24,Lip Balm,Beauty,2,7.33,10,13.19,1
2025-10-16,2554,103,Noel Reyes,New,Organic,20,Towel Set,Home,1,27.39,25,20.54,0
2025-10-16,2555,157,Casey Carter,Champion,Direct,38,Board Game,Toys,1,45.03,5,42.78,0
2025-10-16,2556,185,Devon Walsh,Loyal,Direct,4,Joggers,Apparel,1,26.02,5,24.72,0
2025-10-16,2556,185,Devon Walsh,Loyal,Direct,2,Hoodie,Apparel,2,70.91,0,141.82,0
2025-10-16,2556,185,Devon Walsh,Loyal,Direct,17,Ceramic Mug,Home,1,41.86,0,41.86,0
2025-10-16,2557,191,Rowan Yamada,Regular,Organic,35,Building Blocks,Toys,2,26.57,0,53.14,0
2025-10-16,2558,197,Leo Marsh,Champion,Paid Search,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-16,2559,201,Jordan Flynn,Loyal,Paid Search,36,Puzzle 500pc,Toys,3,48.61,5,138.54,0
2025-10-16,2559,201,Jordan Flynn,Loyal,Paid Search,11,Phone Case,Electronics,1,78.98,0,78.98,0
2025-10-16,2559,201,Jordan Flynn,Loyal,Paid Search,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-10-16,2560,276,Nora Flynn,Loyal,Referral,33,Jump Rope,Sports,1,37.97,0,37.97,0
2025-10-16,2560,276,Nora Flynn,Loyal,Referral,12,Bluetooth Speaker,Electronics,1,17.16,5,16.3,0
2025-10-16,2560,276,Nora Flynn,Loyal,Referral,13,Webcam,Electronics,3,34.21,5,97.5,0
2025-10-16,2560,276,Nora Flynn,Loyal,Referral,30,Water Bottle,Sports,1,38.9,10,35.01,0
2025-10-16,2561,289,Nora Yamada,Loyal,Paid Search,9,Wireless Earbuds,Electronics,1,53.4,0,53.4,0
2025-10-16,2561,289,Nora Yamada,Loyal,Paid Search,27,Hand Cream,Beauty,2,11.54,5,21.93,0
2025-10-16,2562,389,Morgan Costa,Champion,Social,22,Scented Candle,Home,1,28.02,5,26.62,0
2025-10-16,2563,448,Morgan Tan,Champion,Referral,13,Webcam,Electronics,3,34.21,15,87.24,0
2025-10-16,2563,448,Morgan Tan,Champion,Referral,9,Wireless Earbuds,Electronics,2,53.4,25,80.1,0
2025-10-16,2564,452,Owen Reid,Champion,Social,8,Chino Pants,Apparel,2,19.13,15,32.52,0
2025-10-16,2565,465,Rowan Yamada,Champion,Direct,24,Lip Balm,Beauty,1,7.33,0,7.33,0
2025-10-16,2565,465,Rowan Yamada,Champion,Direct,35,Building Blocks,Toys,2,26.57,5,50.48,0
2025-10-16,2566,561,Lila Osei,Loyal,Direct,5,Socks 3-Pack,Apparel,3,35.36,0,106.08,0
2025-10-16,2566,561,Lila Osei,Loyal,Direct,33,Jump Rope,Sports,2,37.97,0,75.94,0
2025-10-16,2567,562,Taylor Romano,Loyal,Social,28,SPF 50 Lotion,Beauty,1,36.1,0,36.1,0
2025-10-16,2567,562,Taylor Romano,Loyal,Social,5,Socks 3-Pack,Apparel,3,35.36,5,100.78,0
2025-10-16,2568,633,Avery Khan,At-Risk,Social,26,Shampoo Bar,Beauty,1,6.56,15,5.58,0
2025-10-16,2569,663,Nora Kowalski,Loyal,Social,32,Foam Roller,Sports,1,32.11,0,32.11,0
2025-10-16,2569,663,Nora Kowalski,Loyal,Social,4,Joggers,Apparel,1,26.02,5,24.72,0
2025-10-16,2570,681,Mateo Ibarra,Loyal,Social,19,Cutting Board,Home,1,55.1,20,44.08,0
2025-10-16,2571,724,Harper Diaz,Champion,Referral,31,Resistance Bands,Sports,1,54.49,0,54.49,0
2025-10-16,2572,784,Ezra Reyes,Loyal,Paid Search,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-10-16,2573,800,Owen Reid,Loyal,Direct,10,USB-C Cable,Electronics,2,62.97,0,125.94,0
2025-10-16,2573,800,Owen Reid,Loyal,Direct,3,Denim Jacket,Apparel,2,28.66,0,57.32,0
2025-10-16,2574,803,Avery Petrov,Champion,Social,28,SPF 50 Lotion,Beauty,1,36.1,25,27.08,0
2025-10-16,2575,852,Rowan Ahmed,Regular,Email,40,Art Kit,Toys,1,28.28,0,28.28,0
2025-10-16,2575,852,Rowan Ahmed,Regular,Email,24,Lip Balm,Beauty,1,7.33,0,7.33,0
2025-10-16,2576,869,Hugo Fischer,Loyal,Referral,37,Plush Bear,Toys,3,29.03,5,82.74,0
2025-10-16,2577,897,Sasha Sullivan,At-Risk,Paid Search,33,Jump Rope,Sports,1,37.97,0,37.97,0
2025-10-16,2577,897,Sasha Sullivan,At-Risk,Paid Search,40,Art Kit,Toys,2,28.28,0,56.56,0
2025-10-16,2578,968,Nora Flynn,Regular,Paid Search,2,Hoodie,Apparel,1,70.91,25,53.18,0
2025-10-16,2578,968,Nora Flynn,Regular,Paid Search,13,Webcam,Electronics,1,34.21,25,25.66,0
2025-10-16,2578,968,Nora Flynn,Regular,Paid Search,2,Hoodie,Apparel,1,70.91,20,56.73,0
2025-10-16,2579,975,Casey Fischer,Champion,Organic,8,Chino Pants,Apparel,1,19.13,10,17.22,0
2025-10-16,2579,975,Casey Fischer,Champion,Organic,12,Bluetooth Speaker,Electronics,2,17.16,0,34.32,0
2025-10-16,2580,982,Ezra Brooks,New,Direct,8,Chino Pants,Apparel,1,19.13,20,15.3,0
2025-10-16,2581,1026,Drew Ahmed,Loyal,Paid Search,6,Beanie,Apparel,1,19.42,5,18.45,0
2025-10-16,2582,1092,Jordan Diaz,Champion,Email,9,Wireless Earbuds,Electronics,3,53.4,0,160.2,0
2025-10-16,2582,1092,Jordan Diaz,Champion,Email,17,Ceramic Mug,Home,2,41.86,0,83.72,0
2025-10-16,2582,1092,Jordan Diaz,Champion,Email,20,Towel Set,Home,2,27.39,0,54.78,0
2025-10-16,2583,1099,Mateo Diaz,Regular,Paid Search,35,Building Blocks,Toys,1,26.57,0,26.57,0
2025-10-16,2583,1099,Mateo Diaz,Regular,Paid Search,17,Ceramic Mug,Home,1,41.86,0,41.86,0
2025-10-16,2583,1099,Mateo Diaz,Regular,Paid Search,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-10-16,2584,1142,Priya Kowalski,Loyal,Referral,38,Board Game,Toys,1,45.03,10,40.53,0
2025-10-16,2585,1242,Jordan Okafor,New,Social,37,Plush Bear,Toys,1,29.03,0,29.03,0
2025-10-16,2586,1258,Drew Reyes,New,Direct,7,Rain Shell,Apparel,1,47.38,10,42.64,0
2025-10-16,2586,1258,Drew Reyes,New,Direct,23,Vitamin C Serum,Beauty,3,44.82,15,114.29,0
2025-10-16,2586,1258,Drew Reyes,New,Direct,39,RC Car,Toys,1,31.59,20,25.27,0
2025-10-16,2587,1269,Noel Mendez,New,Organic,23,Vitamin C Serum,Beauty,1,44.82,0,44.82,0
2025-10-16,2588,1325,Sasha Kowalski,Loyal,Paid Search,11,Phone Case,Electronics,1,78.98,0,78.98,0
2025-10-16,2588,1325,Sasha Kowalski,Loyal,Paid Search,35,Building Blocks,Toys,1,26.57,0,26.57,0
2025-10-16,2589,1329,Avery Brooks,New,Organic,14,Power Bank,Electronics,1,32.12,0,32.12,0
2025-10-16,2590,1332,Nora Marsh,Regular,Referral,37,Plush Bear,Toys,1,29.03,20,23.22,0
2025-10-16,2590,1332,Nora Marsh,Regular,Referral,5,Socks 3-Pack,Apparel,1,35.36,15,30.06,0
2025-10-16,2590,1332,Nora Marsh,Regular,Referral,11,Phone Case,Electronics,1,78.98,20,63.18,0
2025-10-16,2590,1332,Nora Marsh,Regular,Referral,23,Vitamin C Serum,Beauty,1,44.82,10,40.34,0
2025-10-16,2591,1338,Tessa Ibarra,Loyal,Email,27,Hand Cream,Beauty,1,11.54,5,10.96,0
